event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2502	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	2362	2021-10-29 17:32:58	105136	137894	114973	121881	3	2	3-11,9-11,11-5,11-8,11-9
2502	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3365	2021-10-30 12:02:57	105913		112868		4	3	11-9,11-9,10-12,6-11,11-7,2-11,11-4
2502	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2159	2021-10-30 10:56:33	103126	111641	105136	117003	3	1	11-9,4-11,11-9,11-6
2502	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2231	2021-10-30 13:13:00	114715		116853		0	4	11-13,9-11,7-11,10-12
2502	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	2403	2021-10-30 10:03:15	111416	121881	114905	118507	2	3	12-10,5-11,7-11,11-7,9-11
2502	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1223	2021-10-29 09:50:07	110995	115413	114905	118507	0	3	6-11,5-11,9-11
2502	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1254	2021-10-29 11:04:10	118893	120125	111416	121881	0	3	6-11,5-11,7-11
2502	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2092	2021-10-29 20:23:35	116680		114715		0	4	11-13,4-11,9-11,9-11
2502	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2442	2021-10-29 19:34:39	107477		105913		2	4	11-7,10-12,7-11,11-4,9-11,6-11
2502	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	2655	2021-10-29 09:02:07	105136	137894	103126	115920	3	2	7-11,9-11,11-6,11-9,11-9
2502	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	3072	2021-10-29 21:04:20	116853		112092		4	3	10-12,11-7,8-11,11-5,4-11,11-7,11-7
2502	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1401	2021-10-29 09:01:31	114973	121881	114715	114726	3	0	11-7,12-10,11-3
2502	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	3657	2021-10-29 18:26:36	112868		115009		4	3	6-11,9-11,11-8,11-9,12-10,9-11,11-6
2502	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	2633	2021-10-29 10:16:08	114716	114717	103126	111641	2	3	11-8,14-12,9-11,8-11,9-11
2502	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	2017	2021-10-29 11:29:54	105136	117003	116798	120267	3	1	9-11,11-9,12-10,11-5
2502	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	1210	2021-10-28 09:26:46	120112	116874	114905	118507	0	3	6-11,7-11,5-11
2502	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	2219	2021-10-29 10:37:06	102832		116680		1	3	10-12,11-7,6-11,7-11
2502	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	1302	2021-10-28 19:57:49	105136	137894	102968	107477	3	0	11-6,11-3,11-9
2502	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	1120	2021-10-28 09:01:02	122679	114973	116798	120267	0	3	8-11,10-12,5-11
2502	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	849	2021-10-28 13:32:58	122155	131741	114715	114726	0	3	5-11,3-11,4-11
2502	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1813	2021-10-28 13:32:51	114716	114717	104314	123682	3	1	11-6,11-9,7-11,13-11
2502	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	1963	2021-10-29 09:33:09	131100		112868		1	3	6-11,9-11,11-7,6-11
2502	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	2353	2021-10-28 14:44:11	105136	117003	114709	114848	3	2	9-11,12-10,0-11,11-9,11-9
2502	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	1533	2021-10-29 14:59:19	114715		103126		3	0	11-5,17-15,11-6
2502	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	1202	2021-10-29 10:10:09	121401		115009		0	3	7-11,6-11,7-11
2502	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	2016	2021-10-29 14:19:17	107477		121881		3	1	12-14,11-4,11-7,11-5
2502	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1258	2021-10-29 11:19:55	103903		116853		0	3	9-11,8-11,6-11
2502	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	1816	2021-10-28 15:31:09	105913	100868	118893	120125	1	3	6-11,11-9,12-14,5-11
2502	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2703	2021-10-29 13:29:20	114726		105913		2	3	7-11,11-4,11-8,10-12,8-11
2502	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	2353	2021-10-28 13:31:18	103126	115920	117003	131100	3	2	11-8,7-11,8-11,11-4,11-8
2502	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1769	2021-10-29 15:31:05	113931		112092		1	3	8-11,11-7,6-11,6-11
2502	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1702	2021-10-28 09:56:48	103126	111641	123018	114860	3	1	12-10,11-7,10-12,11-6
2502	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1564	2021-10-28 14:11:56	115009	112463	111416	121881	1	3	4-11,12-10,7-11,5-11
2502	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	1167	2021-10-28 19:52:12	111050	111072	114973	121881	0	3	7-11,4-11,7-11
2502	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1834	2021-10-28 10:31:04	120108	116873	110995	115413	1	3	10-12,2-11,12-10,9-11
2502	TTEWDOUBLES-----------8FNL000800----------	D	W	8FNL	000800	2249	2021-10-27 10:47:10	116674	118777	114905	118507	2	3	12-10,7-11,11-5,9-11,7-11
2502	TTEWDOUBLES-----------8FNL000500----------	D	W	8FNL	000500	1953	2021-10-27 10:46:17	120108	116873	117463	131741	3	2	10-12,11-5,9-11,11-9,11-9
2502	TTEMDOUBLES-----------8FNL000100----------	D	M	8FNL	000100	2744	2021-10-27 09:02:15	114716	114717	115000	111512	3	2	7-11,11-6,11-13,15-13,11-5
2502	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	2198	2021-10-28 18:45:05	121623		121401		2	3	11-7,3-11,11-9,8-11,8-11
2502	TTEWSINGLES-----------8FNL000100----------	S	W	8FNL	000100	1680	2021-10-28 13:55:46	107477		121706		3	1	5-11,11-7,11-5,11-8
2502	TTEXDOUBLES-----------8FNL000400----------	D	X	8FNL	000400	1749	2021-10-27 18:09:42	117003	131100	112735	100868	3	1	11-6,9-11,12-10,11-9
2502	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2076	2021-10-28 17:31:27	113931		105136		3	0	13-11,14-12,12-10
2502	TTEMDOUBLES-----------8FNL000300----------	D	M	8FNL	000300	2499	2021-10-27 09:02:18	116530	131169	103126	111641	2	3	13-15,11-6,9-11,11-5,10-12
2502	TTEWDOUBLES-----------8FNL000100----------	D	W	8FNL	000100	1246	2021-10-27 10:20:51	105913	100868	112868	131086	3	0	11-6,11-4,13-11
2502	TTEMSINGLES-----------8FNL000100----------	S	M	8FNL	000100	1953	2021-10-28 18:38:20	102832		123931		3	1	11-8,6-11,11-2,12-10
2502	TTEMDOUBLES-----------8FNL000500----------	D	M	8FNL	000500	1361	2021-10-27 09:53:29	117006	118920	105136	117003	0	3	11-13,4-11,8-11
2502	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	1195	2021-10-28 15:46:24	123293		116853		0	3	5-11,7-11,6-11
2502	TTEMDOUBLES-----------8FNL000600----------	D	M	8FNL	000600	1172	2021-10-27 09:34:48	116853	122044	114709	114848	0	3	5-11,4-11,9-11
2502	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	1471	2021-10-28 15:54:50	111656		131100		0	3	10-12,10-12,4-11
2502	TTEXDOUBLES-----------8FNL000200----------	D	X	8FNL	000200	1818	2021-10-27 17:31:36	117312	121623	102968	107477	1	3	9-11,6-11,11-9,7-11
2502	TTEWDOUBLES-----------8FNL000700----------	D	W	8FNL	000700	1726	2021-10-27 10:17:12	120112	116874	131100	137894	3	1	11-8,11-2,6-11,11-9
2502	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	1319	2021-10-28 18:10:08	114726		111213		3	0	11-8,11-4,11-8
2502	TTEMDOUBLES-----------8FNL000400----------	D	M	8FNL	000400	1958	2021-10-27 09:02:05	123018	114860	110726	120674	3	1	11-9,12-10,6-11,11-9
2502	TTEXDOUBLES-----------8FNL000500----------	D	X	8FNL	000500	1255	2021-10-27 18:07:20	109002	115413	111050	111072	0	3	9-11,9-11,11-13
2502	TTEMDOUBLES-----------8FNL000200----------	D	M	8FNL	000200	1574	2021-10-27 09:03:23	113914	120300	104314	123682	1	3	10-12,11-5,5-11,5-11
2502	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	1107	2021-10-28 14:54:26	132022		103903		0	3	8-11,6-11,9-11
