event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2932	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	1425	2024-05-10 11:00:00	112019	121411	118994	123977	3	0	11-6,11-6,12-10
2932	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1179	2024-05-09 15:30:00	121558	131163	112620	115543	3	0	11-6,11-6,11-6
2932	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2981	2024-05-11 12:00:00	121558		102832		4	2	11-2,11-7,11-5,8-11,10-12,11-6
2932	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3135	2024-05-11 11:00:00	131163		112019		2	4	11-6,5-11,8-11,9-11,11-6,8-11
2932	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1586	2024-05-10 11:45:00	105649	121558	134442	133694	3	0	11-6,11-5,11-9
2932	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1871	2024-05-08 07:30:00	121558	131163	123980	123672	3	0	12-10,11-9,12-10
2932	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	3614	2024-05-10 16:15:00	114936		102832		3	4	11-8,6-11,5-11,11-7,9-11,11-5,8-11
2932	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2626	2024-05-10 14:00:00	112019		123672		4	0	11-9,11-5,12-10,11-7
2932	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	3557	2024-05-10 15:30:00	121558		137237		4	3	8-11,8-11,11-8,11-9,11-4,7-11,11-6
2932	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1457	2024-05-09 12:10:00	105649	121558	104379	116853	3	0	11-9,11-8,11-4
2932	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1262	2024-05-09 11:35:00	137627	132318	118994	123977	0	3	7-11,9-11,4-11
2932	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1369	2024-05-09 11:00:00	132992	135977	134442	133694	0	3	8-11,11-13,2-11
2932	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1473	2024-05-08 17:50:00	132992	137894	112620	115543	0	3	9-11,11-13,9-11
2932	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	3026	2024-05-10 14:45:00	131163		124110		4	1	11-4,11-7,13-15,11-9,11-9
2932	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1514	2024-05-09 11:00:00	112019	121411	121714	115454	3	1	11-13,11-4,11-2,11-8
2932	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	1395	2024-05-07 07:30:00	112620	115543	104379	118507	3	0	11-5,13-11,11-6
2932	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	1565	2024-05-07 07:30:00	123980	123672	102968	107477	3	0	11-8,11-9,11-9
2932	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1917	2024-05-09 16:15:00	114715		102832		0	4	7-11,10-12,7-11,5-11
2932	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	2774	2024-05-09 17:00:00	136711		112019		1	4	6-11,9-11,4-11,11-9,8-11
2932	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	1307	2024-05-08 07:30:00	133441	111683	132992	135977	1	3	5-11,7-11,11-8,5-11
2932	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	2000	2024-05-08 08:05:00	100868	105913	137627	132318	2	3	8-11,11-5,12-10,4-11,8-11
2932	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	1111	2024-05-08 08:05:00	107445	133867	134442	133694	0	3	6-11,4-11,6-11
2932	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	3605	2024-05-09 13:05:00	124110		117821		4	3	11-5,11-8,7-11,12-10,9-11,6-11,11-8
2932	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1968	2024-05-08 08:40:00	118507	114905	121714	115454	1	3	8-11,13-11,4-11,8-11
2932	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	2551	2024-05-08 08:05:00	112019	121411	124110	121403	3	2	12-10,9-11,11-7,6-11,12-10
2932	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	2182	2024-05-08 07:30:00	124591	133814	118994	123977	1	3	9-11,13-11,6-11,9-11
2932	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	1943	2024-05-09 12:20:00	137237		123971		4	1	11-7,5-11,11-4,11-5,11-5
2932	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	2244	2024-05-09 13:50:00	135977		114936		1	4	10-12,8-11,11-6,7-11,7-11
2932	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	2376	2024-05-09 11:35:00	123672		115920		4	1	7-11,11-6,11-4,13-11,11-2
2932	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	1406	2024-05-09 18:30:00	131163		119797		4	0	11-0,11-6,11-3,11-6
2932	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1503	2024-05-08 13:00:00	105649	121558	113931	106814	3	1	11-3,11-6,6-11,11-2
2932	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1434	2024-05-08 08:40:00	119588	115910	104379	116853	0	3	6-11,8-11,6-11
2932	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	1158	2024-05-07 13:15:00	121558	131163	111641	137850	3	0	11-6,12-10,11-4
2932	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	2002	2024-05-09 17:45:00	121558		112409		4	0	11-9,11-4,11-8,11-9
2932	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	1099	2024-05-07 07:30:00	103903	111012	132992	137894	0	3	9-11,8-11,4-11
2932	TTEWDOUBLES-----------8FNL000100----------	D	W	8FNL	000100	970	2024-05-07 08:05:00	112019	121411	108226	122428	3	0	11-5,11-6,11-2
2932	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2015	2024-05-08 17:15:00	115641		114715		1	3	9-11,11-4,5-11,8-11
2932	TTEXDOUBLES-----------8FNL000400----------	D	X	8FNL	000400	1669	2024-05-06 09:15:00	102968	107477	114716	111213	3	1	11-6,7-11,11-8,11-4
2932	TTEWDOUBLES-----------8FNL000200----------	D	W	8FNL	000200	945	2024-05-07 12:40:00	111833	120972	124110	121403	0	3	2-11,4-11,9-11
2932	TTEXDOUBLES-----------8FNL000100----------	D	X	8FNL	000100	1316	2024-05-06 17:50:00	121558	131163	113376	131335	3	0	11-7,11-6,11-7
2932	TTEXDOUBLES-----------8FNL000300----------	D	X	8FNL	000300	2296	2024-05-06 15:10:00	123980	123672	114715	114726	3	1	11-8,11-5,13-15,14-12
2932	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	1351	2024-05-08 16:40:00	114726		115920		0	3	6-11,9-11,7-11
2932	TTEMDOUBLES-----------8FNL000400----------	D	M	8FNL	000400	1184	2024-05-07 09:50:00	103345	102968	104379	116853	0	3	7-11,5-11,4-11
2932	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	1915	2024-05-08 11:10:00	124110		112868		3	1	8-11,11-6,11-6,11-7
2932	TTEWDOUBLES-----------8FNL000800----------	D	W	8FNL	000800	1612	2024-05-07 11:30:00	123550	131100	118994	123977	0	3	8-11,3-11,12-14
2932	TTEMDOUBLES-----------8FNL000100----------	D	M	8FNL	000100	1039	2024-05-07 17:50:00	105649	121558	113376	115118	3	0	11-4,11-4,11-9
