event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2881	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	2745	2024-04-12 14:30:00	123505	105159	123113	122052	3	2	11-4,11-9,8-11,9-11,11-6
2881	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	3123	2024-04-12 16:15:00	121514		116021		2	3	11-13,11-5,11-4,8-11,8-11
2881	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1857	2024-04-12 15:05:00	113931	106814	131671	135019	3	1	11-6,12-10,9-11,11-6
2881	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	1864	2024-04-12 15:40:00	133405		123505		3	1	9-11,11-9,11-6,11-8
2881	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	32060	2024-04-12 10:20:00	116820	133814	133713	131965	0	3	0-11,0-11,0-11
2881	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1811	2024-04-11 15:40:00	133713	131965	132172	119089	3	1	11-8,9-11,11-9,11-5
2881	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	3037	2024-04-12 08:35:00	122052		123505		2	3	11-8,11-7,6-11,11-13,8-11
2881	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	2521	2024-04-12 09:45:00	116021		120845		3	0	14-12,11-7,16-14
2881	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1313	2024-04-11 15:40:00	131912	123575	116820	133814	0	3	8-11,8-11,6-11
2881	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	2158	2024-04-11 14:30:00	118777	116674	123113	122052	1	3	11-7,7-11,9-11,8-11
2881	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1395	2024-04-11 15:05:00	113931	106814	132172	133813	3	0	11-5,12-10,12-10
