event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2345	TTEWTEAM--------------FNL-00010003--------	T	W	FNL	00010003	1860	2021-08-05 10:34:39	121411		117820		3	0	11-5,11-9,11-3
2345	TTEMTEAM--------------FNL-00020001--------	T	M	FNL	00020001	2820	2021-08-06 02:04:46	105197	104257	106195	110729	1	3	9-11,11-8,13-15,5-11
2345	TTEMTEAM--------------FNL-00020003--------	T	M	FNL	00020003	1500	2021-08-06 02:04:46	104257		110729		3	0	11-3,11-8,11-7
2345	TTEMTEAM--------------FNL-00020002--------	T	M	FNL	00020002	2220	2021-08-06 02:04:46	114936		123980		1	3	7-11,11-8,10-12,7-11
2345	TTEWTEAM--------------FNL-00020003--------	T	W	FNL	00020003	1380	2021-08-05 02:05:10	111065		115543		0	3	5-11,6-11,9-11
2345	TTEWTEAM--------------FNL-00020002--------	T	W	FNL	00020002	2340	2021-08-05 02:05:10	118762		115037		1	3	10-12,11-9,9-11,7-11
2345	TTEWTEAM--------------FNL-00020001--------	T	W	FNL	00020001	2580	2021-08-05 02:05:10	111849	111065	105159	115543	3	1	8-11,11-5,11-7,15-13
2345	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3900	2021-07-29 12:05:25	112019		131163		4	2	9-11,11-6,11-4,5-11,11-4,11-9
2345	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	3840	2021-07-30 12:24:59	121404		105649		2	4	4-11,12-10,8-11,9-11,11-3,7-11
2345	TTEMTEAM--------------FNL-00010001--------	T	M	FNL	00010001	1560	2021-08-06 10:34:29	110267	105649	102832	101222	3	0	11-7,11-3,11-9
2345	TTEMTEAM--------------FNL-00010002--------	T	M	FNL	00010002	2880	2021-08-06 10:34:29	121404		107028		3	2	3-11,11-6,9-11,11-5,11-3
2345	TTEMTEAM--------------FNL-00010003--------	T	M	FNL	00010003	2460	2021-08-06 10:34:29	105649		101222		3	1	11-5,11-9,11-13,11-7
2345	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	4620	2021-07-26 12:07:42	110267	105482	106195	117821	3	4	11-5,11-7,8-11,9-11,9-11,11-6,6-11
2345	TTEMTEAM--------------FNL-00020004--------	T	M	FNL	00020004	1980	2021-08-06 02:04:46	114936		106195		0	3	12-14,9-11,8-11
2345	TTEXDOUBLES-----------FNL-000200----------	D	X	FNL	000200	2280	2021-07-26 11:04:09	105136	137894	121582	110797	0	4	8-11,7-11,8-11,5-11
2345	TTEWSINGLES-----------FNL-000200----------	S	W	FNL	000200	2820	2021-07-29 11:04:18	111628		117821		1	4	11-6,8-11,7-11,7-11,6-11
2345	TTEWTEAM--------------FNL-00010002--------	T	W	FNL	00010002	2100	2021-08-05 10:34:39	131163		117821		3	1	11-8,11-5,3-11,11-3
2345	TTEWTEAM--------------FNL-00010001--------	T	W	FNL	00010001	2640	2021-08-05 10:34:39	112019	121411	110752	117820	3	1	9-11,11-6,11-8,11-7
2345	TTEMSINGLES-----------FNL-000200----------	S	M	FNL	000200	3960	2021-07-30 11:04:29	121582		107028		3	4	11-13,11-9,11-6,4-11,11-4,13-15,7-11
2345	TTEWTEAM--------------FNL-00020004--------	T	W	FNL	00020004	1860	2021-08-05 02:05:10	111849		115037		0	3	10-12,11-13,7-11
2345	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	5100	2021-07-29 06:04:10	121404		121582		4	3	6-11,11-9,14-12,13-15,11-9,9-11,11-8
2345	TTEMTEAM--------------SFNL00020004--------	T	M	SFNL	00020004	2760	2021-08-04 10:35:39	123980		102832		3	2	5-11,9-11,11-5,11-9,11-9
2345	TTEMTEAM--------------SFNL00020005--------	T	M	SFNL	00020005	1680	2021-08-04 10:35:39	110729		107028		0	3	9-11,7-11,8-11
2345	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2040	2021-07-29 03:06:24	117821		131163		0	4	3-11,9-11,6-11,4-11
2345	TTEWTEAM--------------SFNL00020001--------	T	W	SFNL	00020001	1800	2021-08-03 10:35:51	115037	105159	110752	117820	0	3	7-11,2-11,8-11
2345	TTEMTEAM--------------SFNL00010003--------	T	M	SFNL	00010003	3600	2021-08-04 05:35:38	105649		105197		3	2	11-9,11-8,9-11,13-15,11-6
2345	TTEMTEAM--------------SFNL00010002--------	T	M	SFNL	00010002	2160	2021-08-04 05:35:38	121404		114936		3	0	11-7,11-9,16-14
2345	TTEWTEAM--------------SFNL00020002--------	T	W	SFNL	00020002	2160	2021-08-03 10:35:51	115543		117821		1	3	9-11,11-9,1-11,7-11
2345	TTEMTEAM--------------SFNL00020003--------	T	M	SFNL	00020003	2280	2021-08-04 10:35:39	106195		101222		1	3	11-7,11-13,7-11,7-11
2345	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	2880	2021-07-25 21:07:58	121582	110797	106195	117821	1	4	9-11,11-6,9-11,6-11,6-11
2345	TTEMTEAM--------------SFNL00020001--------	T	M	SFNL	00020001	2520	2021-08-04 10:35:39	110729	106195	102832	101222	2	3	2-11,3-11,11-9,11-8,7-11
2345	TTEMTEAM--------------SFNL00020002--------	T	M	SFNL	00020002	2220	2021-08-04 10:35:39	123980		107028		3	1	7-11,13-11,11-5,11-9
2345	TTEWTEAM--------------SFNL00010001--------	T	W	SFNL	00010001	1200	2021-08-04 01:05:12	121411	112019	111849	111065	3	0	11-9,11-2,11-4
2345	TTEWTEAM--------------SFNL00010002--------	T	W	SFNL	00010002	1560	2021-08-04 01:05:12	131163		118762		3	0	11-6,11-4,11-9
2345	TTEWTEAM--------------SFNL00010003--------	T	W	SFNL	00010003	2460	2021-08-04 01:05:12	112019		111065		3	1	5-11,11-4,11-9,13-11
2345	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	2280	2021-07-25 20:03:47	110267	105482	105136	137894	4	0	11-5,11-6,13-11,11-7
2345	TTEMTEAM--------------SFNL00010001--------	T	M	SFNL	00010001	1680	2021-08-04 05:35:38	110267	105649	104257	105197	3	0	11-5,11-5,11-8
2345	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2520	2021-07-29 02:04:06	112019		111628		4	0	11-6,11-8,11-7,11-6
2345	TTEWTEAM--------------SFNL00020003--------	T	W	SFNL	00020003	1800	2021-08-03 10:35:51	105159		117820		0	3	10-12,7-11,3-11
2345	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	4860	2021-07-29 07:40:06	107028		105649		3	4	11-13,8-11,11-9,11-9,7-11,11-5,9-11
2345	TTEWTEAM--------------QFNL00020002--------	T	W	QFNL	00020002	1500	2021-08-03 01:05:30	131401		118762		0	3	3-11,3-11,8-11
2345	TTEWTEAM--------------QFNL00020003--------	T	W	QFNL	00020003	1740	2021-08-03 01:05:30	118994		111065		3	0	11-6,13-11,11-3
