event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2717	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	0	2023-09-03 04:30:00	134800	104092	131798	105111	4	3	6-11,11-4,5-11,7-11,11-7,11-9,11-9
2717	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	0	2023-09-03 03:00:00	116477	136653	131798	105111	0	4	8-11,4-11,11-13,6-11
2717	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	0	2023-09-03 02:20:00	134800	104092	120698	103635	4	0	11-6,11-9,11-4,11-4
2717	TTEXDOUBLES-----------34--000100----------	D	X	34	000100	0	2023-09-03 03:45:00	120698	103635	116477	136653	4	2	10-12,11-8,8-11,11-8,11-4,11-9
2717	TTEWTEAM--------------GP0100010001--------	T	W	GP01	00010001	0	2023-09-01 23:00:00	112591	123938	200205	134906	2	3	8-11,10-12,11-7,11-6,9-11
2717	TTEWTEAM--------------GP0100010003--------	T	W	GP01	00010003	0	2023-09-01 23:00:00	123938		134906		3	2	8-11,11-9,11-5,10-12,11-4
2717	TTEWTEAM--------------GP0100030001--------	T	W	GP01	00030001	0	2023-09-02 03:30:00	101000	109272	112591	123938	3	1	11-7,4-11,11-4,11-3
2717	TTEXDOUBLES-----------GP01000100----------	D	X	GP01	000100	0	2023-09-03 00:00:00	134800	104092	123935	123938	4	0	11-6,11-3,11-3,11-4
2717	TTEMTEAM--------------GP0100060003--------	T	M	GP01	00060003	0	2023-09-02 03:30:00	121015		202860		3	0	11-5,11-5,11-8
2717	TTEMTEAM--------------GP0100030001--------	T	M	GP01	00030001	0	2023-09-02 01:15:00	123935	135693	131798	134800	0	3	4-11,6-11,5-11
2717	TTEMTEAM--------------GP0100030003--------	T	M	GP01	00030003	0	2023-09-02 01:15:00	123935		131798		0	3	11-13,10-12,5-11
2717	TTEMTEAM--------------GP0100030002--------	T	M	GP01	00030002	0	2023-09-02 01:15:00	121015		201504		0	3	3-11,6-11,4-11
2717	TTEMTEAM--------------GP0100020001--------	T	M	GP01	00020001	0	2023-09-01 23:00:00	116477	120698	123935	121015	3	0	11-9,14-12,11-4
2717	TTEMTEAM--------------GP0100020002--------	T	M	GP01	00020002	0	2023-09-01 23:00:00	136202		135693		3	0	11-6,11-4,11-4
2717	TTEMTEAM--------------GP0100060002--------	T	M	GP01	00060002	0	2023-09-02 03:30:00	135693		101861		3	0	11-6,11-7,11-5
2717	TTEWTEAM--------------GP0100030003--------	T	W	GP01	00030003	0	2023-09-02 03:30:00	101000		123938		3	0	11-1,11-3,11-5
2717	TTEMTEAM--------------GP0100010003--------	T	M	GP01	00010003	0	2023-09-01 23:00:00	101861		134800		0	3	1-11,1-11,4-11
2717	TTEMTEAM--------------GP0100020003--------	T	M	GP01	00020003	0	2023-09-01 23:00:00	120698		123935		3	0	11-3,11-4,11-8
2717	TTEWTEAM--------------GP0100020001--------	T	W	GP01	00020001	0	2023-09-02 01:15:00	136653	134906	104092	105111	0	3	7-11,7-11,2-11
2717	TTEWTEAM--------------GP0100020002--------	T	W	GP01	00020002	0	2023-09-02 01:15:00	200205		109272		0	3	4-11,4-11,6-11
2717	TTEMTEAM--------------GP0100040002--------	T	M	GP01	00040002	0	2023-09-02 01:15:00	136202		101861		3	0	11-4,11-2,11-3
2717	TTEMTEAM--------------GP0100040001--------	T	M	GP01	00040001	0	2023-09-02 01:15:00	116477	120698	202859	202860	3	0	11-3,11-1,11-4
2717	TTEWTEAM--------------GP0100020003--------	T	W	GP01	00020003	0	2023-09-02 01:15:00	136653		104092		1	3	8-11,2-11,11-9,7-11
2717	TTEXDOUBLES-----------GP01000300----------	D	X	GP01	000300	0	2023-09-03 01:20:00	116477	136653	123935	123938	4	0	11-5,11-9,11-9,13-11
2717	TTEMTEAM--------------GP0100050001--------	T	M	GP01	00050001	0	2023-09-02 03:30:00	116477	120698	131798	134800	0	3	5-11,6-11,11-13
2717	TTEMTEAM--------------GP0100040003--------	T	M	GP01	00040003	0	2023-09-02 01:15:00	120698		202859		3	0	11-2,11-5,11-4
2717	TTEXDOUBLES-----------GP01000200----------	D	X	GP01	000200	0	2023-09-03 00:40:00	134800	104092	116477	136653	4	1	11-4,8-11,11-5,11-5,11-6
2717	TTEMTEAM--------------GP0100010001--------	T	M	GP01	00010001	0	2023-09-01 23:00:00	101861	202859	131798	134800	0	3	1-11,5-11,5-11
2717	TTEMTEAM--------------GP0100010002--------	T	M	GP01	00010002	0	2023-09-01 23:00:00	202860		119945		0	3	1-11,4-11,4-11
2717	TTEMTEAM--------------GP0100050002--------	T	M	GP01	00050002	0	2023-09-02 03:30:00	136202		118523		1	3	4-11,6-11,11-9,9-11
2717	TTEMTEAM--------------GP0100050003--------	T	M	GP01	00050003	0	2023-09-02 03:30:00	120698		134800		1	3	7-11,3-11,12-10,10-12
2717	TTEXDOUBLES-----------GP02000300----------	D	X	GP02	000300	0	2023-09-03 01:20:00	131798	105111	120698	103635	4	3	9-11,11-7,10-12,5-11,11-9,11-2,11-8
2717	TTEXDOUBLES-----------GP02000200----------	D	X	GP02	000200	0	2023-09-03 00:40:00	135693	112591	131798	105111	0	4	6-11,2-11,8-11,7-11
2717	TTEXDOUBLES-----------GP02000100----------	D	X	GP02	000100	0	2023-09-03 00:00:00	135693	112591	120698	103635	0	4	5-11,9-11,8-11,7-11
