event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
2473	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2700	2021-09-07 16:00:00	131335		120726		3	4	12-14,11-5,11-7,13-11,6-11,11-13,6-11
2473	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1800	2021-09-05 19:30:00	100696	111656	111959	113908	4	0	11-6,11-7,11-7,11-8
2473	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1800	2021-09-06 18:30:00	111959	100439	100079	112092	2	4	11-6,9-11,11-13,11-9,3-11,6-11
2473	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2700	2021-09-07 16:45:00	112092		100696		1	4	11-13,11-9,6-11,4-11,4-11
2473	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	1800	2021-09-06 18:00:00	113908	100032	106868	102445	4	3	11-8,4-11,6-11,6-11,11-5,11-9,11-9
2473	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2700	2021-09-07 09:45:00	120726		113908		4	2	11-4,10-12,11-8,11-6,18-20,11-5
2473	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1800	2021-09-05 14:30:00	100439	131335	111959	113908	1	4	8-11,7-11,10-12,11-9,6-11
2473	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1800	2021-09-06 14:30:00	111959	100439	104514	101276	4	0	11-6,11-9,11-7,11-7
2473	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1800	2021-09-06 14:00:00	106868	102445	120725	120726	4	1	11-8,11-8,11-8,4-11,13-11
2473	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2700	2021-09-07 09:00:00	111656		131335		2	4	10-12,11-8,11-7,8-11,10-12,9-11
2473	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2700	2021-09-07 10:30:00	112092		100439		4	3	10-12,6-11,11-5,11-7,8-11,11-8,11-4
2473	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1800	2021-09-05 14:30:00	100696	111656	104514	117142	4	0	11-3,11-1,11-2,12-10
2473	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1800	2021-09-06 14:00:00	113908	100032	106995	115379	4	2	11-9,5-11,11-4,7-11,11-7,11-9
2473	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	2700	2021-09-07 11:15:00	113681		100696		0	4	4-11,4-11,5-11,6-11
2473	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1800	2021-09-06 14:30:00	123175	200040	100079	112092	0	4	12-14,7-11,5-11,7-11
2473	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1800	2021-09-05 18:45:00	111959	100439	121722	122151	4	3	9-11,11-7,7-11,11-8,11-13,11-4,11-9
2473	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	2400	2021-09-06 15:40:00	117150		113908		0	4	15-17,6-11,1-11,9-11
2473	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1800	2021-09-05 18:15:00	106868	102445	120020	117150	4	2	11-7,11-8,5-11,11-2,6-11,11-8
2473	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1800	2021-09-05 18:15:00	106995	115379	131818	136521	4	1	11-8,9-11,11-4,11-2,11-7
